broad_category,shallow_category_name,Type,Color,Pattern Type,Length,Fit Type,Neckline,Sleeve Length,Sleeve Type,Hem Shaped,Waist Line,Details,Style
TOPS,Women Tops,-,multicolor,figure,crop,slim fit,one shoulder,sleeveless,-,-,-,chain,sexy
TOPS,Women Tops,-,multicolor,leopard,crop,slim fit,one shoulder,sleeveless,-,-,-,cut out,sexy
TOPS,Women Tops,-,multicolor,colorblock|leopard,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,contrast mesh|sheer,sexy
TOPS,Women Tops,-,multicolor,all over print|fire,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,lettuce trim|sheer,sexy
TOPS,Women Tops,-,multicolor,marble,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,criss cross|sheer|tie front,sexy
TOPS,Women Tops,-,multicolor,floral,crop,slim fit,scoop neck,cap sleeve,regular sleeve,-,-,lettuce trim|sheer,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,graphic,crop,slim fit,spaghetti strap,-,-,-,-,zipper,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,leopard,crop,regular fit,spaghetti strap,-,-,-,-,knot|cut out|tie front,sexy
TOPS,Women Tank Tops & Camis,cami,multicolor,all over print,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,backless,sexy
TOPS,Women Knit Tops,-,multicolor,graphic,crop,regular fit,spaghetti strap,sleeveless,-,-,-,-,sexy
TOPS,Women Tops,-,multicolor,colorblock,crop,slim fit,strapless,sleeveless,-,-,-,backless,sexy
TOPS,Women Tops,-,multicolor,leopard|snakeskin print,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical,sexy
TOPS,Women Tops,-,multicolor,floral|all over print,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical|zipper,sexy
TOPS,Women Knit Tops,-,multicolor,geometric,crop,slim fit,strapless,sleeveless,-,-,-,tie back,sexy
TOPS,Women Tops,-,multicolor,marble,crop,slim fit,sweetheart,short sleeve,puff sleeve,-,-,ring|zipper,sexy
TOPS,Women Tops,top,multicolor,letter|fruit&vegetable,crop,slim fit,sweetheart,short sleeve,puff sleeve,-,-,ruffle|knot,sexy
TOPS,Women Tops,-,multicolor,leopard|snakeskin print,crop,slim fit,v neck,long sleeve,regular sleeve,-,-,cut out|twist,sexy
TOPS,Women Tops,shirt,multicolor,floral,crop,regular fit,v neck,long sleeve,regular sleeve,-,-,sheer|knot,sexy
TOPS,Women Tops,-,mocha brown,plain,crop,regular fit,cold shoulder,long sleeve,bishop sleeve,-,-,backless|tie front,sexy
TOPS,Women Tops,-,mint green,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,cut out,sexy
TOPS,Women Tops,-,mint green,plain,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical,sexy
TOPS,Women Tops,shirt,mint green,plain,crop,regular fit,sweetheart,long sleeve,regular sleeve,-,-,tie front,sexy
TOPS,Women Knit Tops,-,mauve purple,plain,crop,slim fit,halter,sleeveless,-,-,-,-,sexy
TOPS,Women Tank Tops & Camis,cami,lilac purple,plain,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace|tie front,sexy
TOPS,Women Knit Tops,-,khaki,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit,sexy
TOPS,Women Knit Tops,-,khaki,plain,crop,slim fit,straps,sleeveless,-,-,-,-,sexy
TOPS,Women Tops,-,khaki,plain,crop,slim fit,sweetheart,short sleeve,puff sleeve,-,-,asymmetrical|frill|lace up|grommet eyelet,sexy
TOPS,Women Tops,-,hot pink,colorblock,crop,slim fit,halter,sleeveless,-,-,-,backless|tie back,sexy
TOPS,Women Tank Tops & Camis,cami,hot pink,plain,crop,slim fit,spaghetti strap,-,-,flared,-,ruffle hem|tie back,sexy
TOPS,Women Tops,-,hot pink,plain,crop,slim fit,v neck,long sleeve,regular sleeve,-,-,tie front,sexy
TOPS,Women Knit Tops,-,green,plain,crop,slim fit,-,-,-,-,-,ring,sexy
TOPS,Women Tank Tops & Camis,cami,gold,crocodile,crop,slim fit,spaghetti strap,-,-,-,-,zipper,sexy
TOPS,Women Tops,-,coral pink,colorblock,crop,slim fit,cold shoulder,short sleeve,-,-,-,bow,sexy
TOPS,Women T-Shirts,-,coral pink,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,backless|tie back,sexy
TOPS,Women Knit Tops,-,coffee brown,plain,crop,regular fit,halter,sleeveless,-,-,-,backless,sexy
TOPS,Women Tops,-,coffee brown,plain,crop,slim fit,scoop neck,long sleeve,regular sleeve,-,-,button front,sexy
TOPS,Women T-Shirts,-,chocolate brown,plain,crop,slim fit,collar,long sleeve,regular sleeve,asymmetrical,-,asymmetrical|lace up,sexy
TOPS,Women Tank Tops & Camis,cami,chocolate brown,plain,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,asymmetrical|twist,sexy
TOPS,Women Tops,-,burnt orange,floral|geometric,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,backless|tie back,sexy
TOPS,Women Tank Tops & Camis,halter,blue,plain,crop,slim fit,halter,-,-,-,-,lace up|backless,sexy
TOPS,Women Knit Tops,-,blue,plain,crop,regular fit,spaghetti strap,sleeveless,-,-,-,cut out|twist|zipper,sexy
TOPS,Women Tank Tops & Camis,cami,blue,plain,crop,regular fit,straps,-,-,-,-,cut out|criss cross|backless|wrap,sexy
TOPS,Women Tank Tops & Camis,halter,black and white,plaid,crop,slim fit,halter,-,-,-,-,backless|drawstring|tie back,sexy
TOPS,Women Knit Tops,-,black and white,all over print,crop,slim fit,halter,sleeveless,-,-,-,backless,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,asymmetrical neck,short sleeve,regular sleeve,-,-,frill|ruched|zipper,sexy
TOPS,Women Tops,top,black,colorblock,crop,slim fit,collar,long sleeve,regular sleeve,-,-,sheer|contrast collar|button,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,collar,long sleeve,regular sleeve,asymmetrical,-,asymmetrical,sexy
TOPS,Women Tops,tank,black,plain,crop,slim fit,deep v neck,-,-,-,-,tie back|wrap,sexy
TOPS,Women Knit Tops,-,black,plain,crop,slim fit,deep v neck,short sleeve,regular sleeve,-,-,wrap,sexy
TOPS,Women Tank Tops & Camis,-,black,plain,crop,slim fit,halter,sleeveless,-,-,-,backless|tie back|rib-knit,sexy
TOPS,Women Tank Tops & Camis,halter,black,plain,crop,slim fit,halter,-,-,asymmetrical,-,backless|asymmetrical|chain|rhinestone,sexy
TOPS,Women Tank Tops & Camis,halter,black,plain,crop,slim fit,halter,-,-,-,-,backless|ripped|tie back,sexy
TOPS,Women Tank Tops & Camis,halter,black,plain,crop,slim fit,halter,-,-,-,-,backless|button front,sexy
TOPS,Women Tank Tops & Camis,halter,black,plain,crop,slim fit,halter,-,-,-,-,criss cross|tie back,sexy
TOPS,Women Tank Tops & Camis,halter,black,plain,crop,slim fit,halter,-,-,-,-,cut out|tie back,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,halter,long sleeve,regular sleeve,-,-,contrast mesh,sexy
TOPS,Women Knit Tops,-,black,colorblock,crop,slim fit,halter,sleeveless,-,-,-,backless|contrast lace|rib-knit|button front,sexy
TOPS,Women Tank Tops & Camis,tank,black,plain,crop,slim fit,keyhole neckline,-,-,asymmetrical,-,cut out|asymmetrical,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,keyhole neckline,long sleeve,regular sleeve,-,-,cut out|sheer,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,off the shoulder,long sleeve,regular sleeve,-,-,contrast mesh|zipper,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,off the shoulder,long sleeve,regular sleeve,-,-,cut out|twist,sexy
TOPS,Women T-Shirts,-,black,slogan,crop,slim fit,off the shoulder,long sleeve,flounce sleeve,-,-,lettuce trim|contrast binding,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,asymmetrical|rib-knit,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,backless|cut out|ruched,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,asymmetrical|cut out,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,cut out,sexy
TOPS,Women Tops,-,black,floral,crop,regular fit,round neck,short sleeve,regular sleeve,-,-,embroidery|sheer,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,asymmetrical|sheer,sexy
TOPS,Women Tops,-,black,letter,crop,slim fit,round neck,short sleeve,regular sleeve,-,-,wrap,sexy
TOPS,Women Tops,-,black,letter|fruit&vegetable,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,sheer|lettuce trim,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,backless|asymmetrical|draped|zipper,sexy
TOPS,Women Tank Tops & Camis,cami,black,plain,crop,slim fit,spaghetti strap,-,-,-,-,scallop|backless,sexy
TOPS,Women Tops,-,black,slogan,crop,slim fit,spaghetti strap,long sleeve,regular sleeve,-,-,criss cross|lace up,sexy
TOPS,Women Tops,-,black,leopard,crop,slim fit,stand collar,short sleeve,regular sleeve,-,-,lettuce trim|sheer,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical|backless,sexy
TOPS,Women Tops,-,black,butterfly,crop,slim fit,strapless,sleeveless,-,-,-,rhinestone,sexy
TOPS,Women Tops,-,black,plain,crop,regular fit,strapless,sleeveless,-,-,-,cut out,sexy
TOPS,Women Knit Tops,-,black,plain,crop,slim fit,strapless,sleeveless,-,-,-,fringe,sexy
TOPS,Women Tops,-,black,floral,crop,regular fit,v neck,three quarter length sleeve,drop shoulder,-,-,embroidery|tie front,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,criss cross|cut out,sexy
TOPS,Women Tops,-,black,plain,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,asymmetrical|drawstring|ruched|sheer,sexy
TOPS,Women Tops,-,beige,plain,crop,regular fit,cowl neck,long sleeve,flounce sleeve,asymmetrical,-,backless|lace up,sexy
TOPS,Women Tank Tops & Camis,halter,beige,plain,crop,slim fit,halter,-,-,-,-,backless|tie back,sexy
TOPS,Women Knit Tops,-,beige,plain,crop,slim fit,halter,sleeveless,-,-,-,criss cross|rib-knit,sexy
TOPS,Women Tank Tops & Camis,halter,baby blue,plain,crop,regular fit,halter,-,-,-,-,backless|draped|tie back,sexy
TOPS,Women Tops,-,baby blue,plain,crop,slim fit,strapless,sleeveless,-,asymmetrical,-,asymmetrical|backless,sexy
TOPS,Women Tops,-,baby blue,plain,crop,slim fit,strapless,sleeveless,-,-,-,ruched,sexy
TOPS,Women T-Shirts,-,baby blue,plain,crop,slim fit,v neck,short sleeve,regular sleeve,-,-,wrap,sexy
TOPS,Women Tops,-,apricot,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,cut out,sexy
TOPS,Women Tops,-,apricot,plain,crop,slim fit,strapless,sleeveless,-,-,-,rib-knit|button front,sexy
TOPS,Women Bodysuits,cami,yellow,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,cami,white,plain,-,skinny,halter,sleeveless,-,-,natural,backless|tie back|rib-knit,sexy
TOPS,Women Bodysuits,cami,white,plain,-,skinny,halter,sleeveless,-,-,natural,cut out|backless,sexy
TOPS,Women Bodysuits,tee,white,plain,-,skinny,round neck,long sleeve,regular sleeve,-,-,backless|tie back,sexy
TOPS,Women Bodysuits,tank,white,plain,-,skinny,round neck,sleeveless,-,-,high waist,cut out|criss cross,sexy
TOPS,Women Bodysuits,other,white,plain,-,skinny,sweetheart,short sleeve,puff sleeve,-,natural,backless|knot|ruched bust,sexy
TOPS,Women Bodysuits,tee,rust brown,plain,-,skinny,round neck,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,other,red,plain,-,skinny,one shoulder,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,other,orange,plain,-,skinny,one shoulder,sleeveless,-,-,natural,cut out|lace up|rib-knit,sexy
TOPS,Women Bodysuits,cami,multicolor,marble,-,skinny,halter,sleeveless,-,-,natural,backless|criss cross|tie back,sexy
TOPS,Women Bodysuits,cami,multicolor,graphic,-,skinny,halter,sleeveless,-,-,natural,backless|tie back,sexy
TOPS,Women Bodysuits,cami,multicolor,tie dye,-,regular fit,halter,sleeveless,-,-,natural,cut out|backless|draped|tie back,sexy
TOPS,Women Bodysuits,tee,multicolor,snakeskin print,-,skinny,high neck,short sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,tee,multicolor,leopard,-,skinny,round neck,short sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tank,multicolor,letter|all over print,-,skinny,round neck,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,tee,multicolor,butterfly,-,skinny,round neck,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,cami,multicolor,ditsy floral,-,skinny,spaghetti strap,sleeveless,-,-,natural,cut out|backless|criss cross|tie back,sexy
TOPS,Women Bodysuits,tank,multicolor,geometric,-,skinny,stand collar,sleeveless,-,-,natural,sheer,sexy
TOPS,Women Bodysuits,tee,multicolor,floral,-,skinny,stand collar,short sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tee,multicolor,leopard,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,other,multicolor,floral|polka dot,-,skinny,sweetheart,long sleeve,flounce sleeve,-,natural,ruffle|frill|sheer,sexy
TOPS,Women Bodysuits,tee,mocha brown,plain,-,skinny,stand collar,short sleeve,regular sleeve,-,natural,wrap|cut out|rib-knit,sexy
TOPS,Women Bodysuits,cami,lilac purple,plain,-,skinny,spaghetti strap,sleeveless,-,-,high waist,cut out|drawstring|rib-knit|ruched bust,sexy
TOPS,Women Bodysuits,cami,khaki,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast mesh|sheer,sexy
TOPS,Women Bodysuits,cami,green,plain,-,skinny,halter,sleeveless,-,-,natural,backless|ring|tie back,sexy
TOPS,Women Bodysuits,cami,green,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace,sexy
TOPS,Women Bodysuits,other,dark green,plain,-,skinny,halter,sleeveless,-,-,high waist,backless|ruched|tie back,sexy
TOPS,Women Bodysuits,tee,coffee brown,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,tank,black and white,floral,-,skinny,halter,sleeveless,-,-,natural,embroidery|backless|knot,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,natural,split|contrast mesh|cut out|lace up,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,cold shoulder,long sleeve,regular sleeve,-,natural,contrast mesh|tie back|zipper,sexy
TOPS,Women Bodysuits,-,black,plain,-,skinny,halter,long sleeve,regular sleeve,-,natural,criss cross|sheer,sexy
TOPS,Women Bodysuits,cami,black,geometric,-,skinny,halter,sleeveless,-,-,natural,backless|criss cross|tie back,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,halter,sleeveless,-,-,natural,cut out|backless|tie back,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,one shoulder,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,one shoulder,long sleeve,flounce sleeve,-,natural,cut out|ring,sexy
TOPS,Women Bodysuits,other,black,plain,-,-,round neck,long sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,other,black,plain,-,regular fit,round neck,long sleeve,bishop sleeve,-,high waist,contrast lace,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace|cut out,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,high waist,contrast lace|contrast mesh|sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,backless|sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,high waist,sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,-,-,sexy
TOPS,Women Bodysuits,cami,black,leopard,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast mesh|sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,regular fit,spaghetti strap,sleeveless,-,-,-,contrast lace,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,-,contrast lace|contrast mesh|sheer,sexy
TOPS,Women Bodysuits,cami,black,plain,-,regular fit,spaghetti strap,sleeveless,-,-,-,contrast lace|contrast mesh|sheer,sexy
TOPS,Women Bodysuits,other,black,plain,-,skinny,spaghetti strap,short sleeve,-,-,natural,ruffle,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,high waist,cut out,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,contrast lace,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,spaghetti strap,sleeveless,-,-,natural,-,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,short sleeve,regular sleeve,-,natural,cut out|lettuce trim,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tee,black,geometric,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,short sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,tube,black,plain,-,skinny,strapless,sleeveless,-,-,natural,backless|zipper,sexy
TOPS,Women Bodysuits,tube,black,plain,-,skinny,strapless,sleeveless,-,-,natural,ruched,sexy
TOPS,Women Bodysuits,tank,black,plain,-,skinny,straps,sleeveless,-,-,high waist,rib-knit,sexy
TOPS,Women Bodysuits,cami,black,plain,-,skinny,sweetheart,sleeveless,-,-,-,ruched|sheer,sexy
TOPS,Women Bodysuits,-,black,plain,-,slim fit,v neck,long sleeve,regular sleeve,-,high waist,rib-knit,sexy
TOPS,Women Bodysuits,other,baby pink,plain,-,skinny,asymmetrical neck,long sleeve,regular sleeve,-,natural,contrast mesh|asymmetrical|ruched,sexy
TOPS,Women Bodysuits,tank,baby pink,plain,-,skinny,round neck,sleeveless,-,-,natural,cut out,sexy
TOPS,Women Bodysuits,cami,baby pink,gingham,-,skinny,spaghetti strap,sleeveless,-,-,natural,backless,sexy
TOPS,Women T-Shirts,-,black and white,letter|colorblock,long,oversized,v neck,half sleeve,drop shoulder,-,-,-,sporty
TOPS,Women T-Shirts,-,dark green,letter,crop,regular fit,round neck,short sleeve,regular sleeve,asymmetrical,-,asymmetrical|contrast binding,sporty
TOPS,Women Bodysuits,tank,white,striped|letter,-,skinny,round neck,sleeveless,-,-,natural,-,sporty
DRESSES,Women Dresses,a line,white,plain,short,regular fit,scoop neck,long sleeve,bishop sleeve,flounce,high waist,backless|ruffle hem|tie back|ruched bust,boho
DRESSES,Women Dresses,cami,white,fruit&vegetable,short,regular fit,spaghetti strap,-,-,straight,natural,-,boho
DRESSES,Women Dresses,smock,white,floral,short,regular fit,v neck,sleeveless,-,flounce,high waist,embroidery|contrast lace|ruffle hem,boho
DRESSES,Women Dresses,cami,redwood,plants|all over print,short,regular fit,spaghetti strap,sleeveless,-,flared,high waist,cut out|tie back|twist,boho
DRESSES,Women Dresses,cami,multicolor,tropical,short,regular fit,halter,sleeveless,-,flounce,high waist,backless|frill|tie back,boho
DRESSES,Women Dresses,a line,multicolor,floral|all over print,short,regular fit,one shoulder,sleeveless,-,layered/tiered,high waist,ruffle|tiered layer|belted|knot,boho
DRESSES,Women Dresses,cami,multicolor,graphic,short,regular fit,spaghetti strap,sleeveless,-,flared,-,-,boho
DRESSES,Women Dresses,cami,multicolor,ditsy floral,short,slim fit,spaghetti strap,sleeveless,-,flared,natural,knot|ruched bust,boho
DRESSES,Women Dresses,cami,multicolor,ditsy floral,short,regular fit,spaghetti strap,sleeveless,-,layered/tiered,high waist,backless|tiered layer|frill|criss cross|shirred,boho
DRESSES,Women Dresses,a line,multicolor,all over print,short,regular fit,v neck,half sleeve,flounce sleeve,flared,high waist,wrap|belted,boho
DRESSES,Women Dresses,fitted,multicolor,tropical,short,regular fit,v neck,cap sleeve,butterfly sleeve,flounce,natural,backless|tiered layer|ruffle hem|tie back,boho
DRESSES,Women Dresses,cami,mint green,ditsy floral,short,regular fit,spaghetti strap,sleeveless,-,flounce,high waist,ruffle hem|shirred|ruched bust,boho
DRESSES,Women Dresses,cami,dusty pink,all over print,short,regular fit,v neck,sleeveless,-,flounce,high waist,tiered layer|frill|knot,boho
DRESSES,Women Dresses,a line,dusty pink,ditsy floral,short,regular fit,v neck,sleeveless,-,flounce,natural,ruffle|ruffle hem|zipper,boho
DRESSES,Women Dresses,cami,dark green,all over print,short,regular fit,spaghetti strap,sleeveless,-,flounce,high waist,backless|ruffle hem|criss cross,boho
DRESSES,Women Dresses,smock,blue and white,ditsy floral,short,regular fit,v neck,cap sleeve,butterfly sleeve,flared,high waist,ruffle,boho
DRESSES,Women Dresses,cami,blue,ditsy floral,short,regular fit,spaghetti strap,sleeveless,-,flared,high waist,backless|lace up,boho
DRESSES,Women Dresses,cami,black,geometric,short,regular fit,spaghetti strap,sleeveless,-,straight,natural,embroidery|backless|tape,boho
DRESSES,Women Dresses,cami,white,polka dot,mini,regular fit,spaghetti strap,sleeveless,-,flared,high waist,shirred,boho
DRESSES,Women Dresses,smock,multicolor,ditsy floral,mini,regular fit,v neck,sleeveless,-,flared,high waist,ruffle|backless|tie back,boho
DRESSES,Women Dresses,a line,beige,plain,mini,regular fit,halter,sleeveless,-,flounce,high waist,contrast lace|backless|tiered layer|knot,boho
DRESSES,Women Dresses,cami,baby blue,plain,mini,regular fit,spaghetti strap,sleeveless,-,layered/tiered,high waist,ruched|frill|ruffle hem,boho
DRESSES,Women Dresses,cami,red,ditsy floral,midi,regular fit,spaghetti strap,sleeveless,-,slit,natural,knot|split thigh,boho
DRESSES,Women Dresses,bodycon,multicolor,ditsy floral,midi,slim fit,square neck,short sleeve,puff sleeve,mermaid,natural,frill|ruffle hem|shirred,boho
DRESSES,Women Dresses,cami,blue and white,floral|all over print,midi,regular fit,square neck,sleeveless,-,slit,high waist,zipper|split thigh,boho
DRESSES,Women Dresses,a line,white,plain,maxi,regular fit,square neck,cap sleeve,butterfly sleeve,flounce,high waist,ruffle|backless|tiered layer|tie back,boho
DRESSES,Women Dresses,a line,orange,floral,maxi,regular fit,halter,sleeveless,-,flounce,high waist,ruffle hem|belted,boho
DRESSES,Women Dresses,cami,multicolor,floral,maxi,loose,deep v neck,sleeveless,-,wrap,high waist,wrap|backless|criss cross|lace up|split thigh,boho
DRESSES,Women Dresses,a line,multicolor,striped,maxi,regular fit,halter,sleeveless,-,flounce,high waist,cut out|ruffle hem|zipper,boho
DRESSES,Women Dresses,a line,multicolor,floral|all over print,maxi,regular fit,halter,sleeveless,-,flounce,high waist,ruffle hem|belted,boho
DRESSES,Women Dresses,a line,multicolor,tropical,maxi,regular fit,strapless,sleeveless,-,slit,high waist,ruffle|zipper|split thigh|tie front,boho
DRESSES,Women Dresses,a line,multicolor,all over print,maxi,regular fit,v neck,cap sleeve,butterfly sleeve,flounce,high waist,wrap|ruffle hem|shirred,boho
DRESSES,Women Dresses,cami,green,ditsy floral,maxi,regular fit,spaghetti strap,sleeveless,-,slit,high waist,wrap|belted|split,boho
DRESSES,Women Dresses,a line,beige,plain,maxi,regular fit,deep v neck,short sleeve,regular sleeve,slit,natural,cut out|split|tie front,boho
DRESSES,Women Dresses,a line,baby pink,ditsy floral,maxi,regular fit,off the shoulder,short sleeve,regular sleeve,slit,high waist,frill|split thigh|shirred,boho
DRESSES,Women Dresses,cami,multicolor,tropical,long,regular fit,halter,sleeveless,-,slit,natural,belted|button|split thigh,boho
DRESSES,Women Dresses,a line,multicolor,graphic,long,regular fit,sweetheart,long sleeve,flounce sleeve,flounce,high waist,ruched|cut out|ruffle hem|drawstring,boho
DRESSES,Women Dresses,bodycon,blue and white,tie dye,long,slim fit,halter,sleeveless,-,slit,high waist,backless|ruched|drawstring|knot|tie back|split thigh,boho
DRESSES,Women Dresses,bodycon,dusty blue,polka dot,knee length,regular fit,straps,sleeveless,-,pencil,high waist,belted|button front,boho
DRESSES,Women Dresses,shirt,white,figure,short,regular fit,collar,long sleeve,drop shoulder,-,natural,button front,casual
DRESSES,Women Sweater Dresses,-,white,plain,short,slim fit,funnel neck,long sleeve,regular sleeve,pencil,natural,-,casual
DRESSES,Women Dresses,bodycon,white,ditsy floral,short,slim fit,spaghetti strap,sleeveless,-,pencil,natural,contrast lace|lettuce trim|rib-knit,casual
DRESSES,Women Sweater Dresses,-,white,plain,short,regular fit,v neck,long sleeve,drop shoulder,straight,natural,-,casual
DRESSES,Women Sweater Dresses,-,white,plain,short,regular fit,v neck,long sleeve,bishop sleeve,pencil,natural,-,casual
DRESSES,Women Sweater Dresses,-,rust brown,plain,short,regular fit,round neck,long sleeve,drop shoulder,straight,natural,-,casual
DRESSES,Women Sweater Dresses,-,redwood,plain,short,regular fit,round neck,long sleeve,regular sleeve,straight,natural,belted,casual
DRESSES,Women Sweater Dresses,-,multicolor,colorblock,short,regular fit,high neck,long sleeve,drop shoulder,straight,high waist,rib-knit,casual
DRESSES,Women Sweater Dresses,-,multicolor,colorblock,short,regular fit,notched,long sleeve,drop shoulder,straight,natural,button,casual
DRESSES,Women Dresses,a line,multicolor,colorblock|graphic,short,regular fit,round neck,short sleeve,regular sleeve,flared,high waist,belted,casual
DRESSES,Women Dresses,bodycon,multicolor,tie dye,short,slim fit,round neck,long sleeve,regular sleeve,pencil,natural,-,casual
DRESSES,Women Dresses,a line,multicolor,colorblock,short,regular fit,round neck,short sleeve,regular sleeve,flared,high waist,belted,casual
DRESSES,Women Sweater Dresses,-,multicolor,colorblock,short,regular fit,stand collar,long sleeve,regular sleeve,straight,natural,-,casual
DRESSES,Women Sweater Dresses,-,multicolor,gingham,short,regular fit,stand collar,long sleeve,drop shoulder,straight,natural,-,casual
DRESSES,Women Sweater Dresses,-,multicolor,colorblock,short,slim fit,stand collar,long sleeve,drop shoulder,pencil,natural,rib-knit,casual
DRESSES,Women Sweater Dresses,-,multicolor,colorblock,short,regular fit,stand collar,long sleeve,drop shoulder,straight,natural,-,casual
DRESSES,Women Sweater Dresses,-,mocha brown,plain,short,regular fit,round neck,long sleeve,bishop sleeve,straight,natural,-,casual
DRESSES,Women Sweater Dresses,-,maroon,plain,short,slim fit,round neck,long sleeve,raglan sleeve,pencil,high waist,belted,casual
DRESSES,Women Sweater Dresses,-,maroon,plain,short,regular fit,round neck,long sleeve,drop shoulder,straight,natural,belted,casual
DRESSES,Women Sweater Dresses,-,light grey,plain,short,regular fit,stand collar,long sleeve,drop shoulder,straight|slit,natural,split,casual
DRESSES,Women Sweater Dresses,-,khaki,plain,short,regular fit,funnel neck,long sleeve,drop shoulder,pencil,natural,-,casual
DRESSES,Women Sweater Dresses,-,khaki,plain,short,regular fit,high neck,long sleeve,regular sleeve,asymmetrical,high waist,asymmetrical|belted|rib-knit,casual
