broad_category,shallow_category_name,Type,Color,Pattern Type,Length,Fit Type,Neckline,Sleeve Length,Sleeve Type,Hem Shaped,Waist Line,Details,Style
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,other,black,heart,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,short sleeve,regular sleeve,-,natural,contrast mesh|sheer,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,cut out,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,sheer,sexy
TOPS,Women Bodysuits,tee,black,galaxy,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,lettuce trim|sheer,sexy
TOPS,Women Bodysuits,tee,black,plain,-,skinny,stand collar,long sleeve,regular sleeve,-,natural,button,sexy
TOPS,Women T-Shirts,-,white,striped,crop,regular fit,v neck,short sleeve,regular sleeve,-,-,-,sporty
TOPS,Women Blouses,top,navy blue,heart|all over print,regular,regular fit,tie neck,short sleeve,puff sleeve,-,-,frill,vintage
TOPS,Women Blouses,top,multicolor,floral,regular,slim fit,square neck,short sleeve,puff sleeve,-,-,-,vintage
TOPS,Women Tank Tops & Camis,tank,white,plain,regular,slim fit,square neck,-,-,-,-,-,basics
TOPS,Women T-Shirts,-,white,plain,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,basics
TOPS,Women Tank Tops & Camis,tank,white,plain,regular,slim fit,straps,-,-,-,-,-,basics
TOPS,Women T-Shirts,-,white,plain,regular,regular fit,v neck,short sleeve,regular sleeve,-,-,-,basics
TOPS,Women T-Shirts,-,chocolate brown,plain,regular,slim fit,round neck,long sleeve,regular sleeve,-,-,-,basics
TOPS,Women T-Shirts,-,black,plain,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,basics
TOPS,Women Tank Tops & Camis,tank,white,plain,crop,slim fit,stand collar,-,-,-,-,rib-knit,basics
TOPS,Women Tank Tops & Camis,tank,chocolate brown,plain,crop,slim fit,scoop neck,-,-,-,-,-,basics
TOPS,Women Bodysuits,tank,black,plain,-,skinny,-,sleeveless,-,-,natural,-,basics
TOPS,Women Tank Tops & Camis,cami,yellow,ditsy floral,regular,regular fit,spaghetti strap,-,-,-,-,ruffle hem,boho
TOPS,Women Blouses,top,white,floral,regular,regular fit,off the shoulder,short sleeve,flounce sleeve,-,-,-,boho
TOPS,Women Blouses,top,rust brown,floral,regular,regular fit,off the shoulder,long sleeve,flounce sleeve,-,-,ruffle|frill,boho
TOPS,Women Blouses,peplum,redwood,ditsy floral,regular,regular fit,deep v neck,long sleeve,regular sleeve,-,-,tie front,boho
TOPS,Women Blouses,top,navy blue,floral|all over print,regular,regular fit,stand collar,long sleeve,flounce sleeve,-,-,ruffle|frill,boho
TOPS,Women Blouses,peplum,multicolor,floral|all over print,regular,regular fit,-,long sleeve,bishop sleeve,flared,-,ruffle hem|ruched|tie front,boho
TOPS,Women Blouses,shirt,multicolor,colorblock|graphic,regular,oversized,collar,short sleeve,batwing sleeve|roll up sleeve,-,-,knot|button front,boho
TOPS,Women Blouses,peplum,multicolor,floral|all over print,regular,regular fit,deep v neck,short sleeve,regular sleeve,-,-,ruffle hem|tie front,boho
TOPS,Women Blouses,top,multicolor,floral,regular,regular fit,keyhole neckline,sleeveless,-,-,-,scallop|cut out,boho
TOPS,Women Blouses,top,multicolor,tropical,regular,regular fit,one shoulder,long sleeve,flounce sleeve,-,-,ruffle,boho
TOPS,Women Tops,-,multicolor,floral,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,embroidery|sheer,boho
TOPS,Women Blouses,top,multicolor,tropical,regular,oversized,round neck,cap sleeve,batwing sleeve,-,-,button|knot,boho
TOPS,Women Tank Tops & Camis,cami,multicolor,floral,regular,regular fit,spaghetti strap,-,-,-,-,contrast lace,boho
TOPS,Women Tank Tops & Camis,cami,multicolor,floral,regular,regular fit,spaghetti strap,-,-,-,-,wrap,boho
TOPS,Women Blouses,top,multicolor,ditsy floral,regular,regular fit,stand collar,cap sleeve,butterfly sleeve,-,-,button|frill,boho
TOPS,Women Blouses,top,multicolor,floral|all over print,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,contrast lace,boho
TOPS,Women Blouses,top,multicolor,plants,regular,regular fit,v neck,cap sleeve,butterfly sleeve,-,-,ruffle,boho
TOPS,Women Blouses,top,multicolor,floral|geometric,regular,regular fit,v neck,long sleeve,batwing sleeve,-,-,-,boho
TOPS,Women Blouses,top,multicolor,ditsy floral,regular,regular fit,v neck,cap sleeve,butterfly sleeve,-,-,ruffle,boho
TOPS,Women Blouses,top,green,ditsy floral,regular,regular fit,v neck,short sleeve,puff sleeve,-,-,ruffle,boho
TOPS,Women Blouses,peplum,green,ditsy floral,regular,regular fit,v neck,short sleeve,regular sleeve,-,-,ruffle hem|knot,boho
TOPS,Women Blouses,peplum,blue,ditsy floral,regular,regular fit,v neck,half sleeve,flounce sleeve,flared,-,ruffle hem|wrap,boho
TOPS,Women Tops,-,white,plain,crop,regular fit,deep v neck,short sleeve,regular sleeve,-,-,contrast lace|tie front,boho
TOPS,Women Knit Tops,-,white,plain,crop,regular fit,halter,sleeveless,-,-,-,backless|tie back,boho
TOPS,Women Blouses,top,white,plain,crop,regular fit,off the shoulder,long sleeve,bishop sleeve,-,-,tie back,boho
TOPS,Women Blouses,top,white,plain,crop,regular fit,one shoulder,three quarter length sleeve,bishop sleeve,-,-,knot,boho
TOPS,Women Tops,-,white,plain,crop,regular fit,round neck,short sleeve,-,-,-,scallop|sheer,boho
TOPS,Women Tops,-,white,plain,crop,regular fit,scoop neck,short sleeve,flounce sleeve,-,-,ruffle|tie back,boho
TOPS,Women Tank Tops & Camis,cami,white,plain,crop,regular fit,spaghetti strap,-,-,flared,-,ruffle hem|tiered layer|zipper,boho
TOPS,Women Tank Tops & Camis,cami,white,ditsy floral,crop,slim fit,spaghetti strap,-,-,-,-,contrast lace,boho
TOPS,Women Tops,-,white,plain,crop,slim fit,strapless,sleeveless,-,-,-,frill|shirred,boho
TOPS,Women Tops,-,white,plain,crop,slim fit,sweetheart,long sleeve,bishop sleeve,-,-,tie front,boho
TOPS,Women Blouses,peplum,red,plain,crop,regular fit,off the shoulder,long sleeve,flounce sleeve,flared,-,ruffle|ruffle hem,boho
TOPS,Women Tops,-,pink,plain,crop,regular fit,square neck,long sleeve,flounce sleeve,-,-,backless|tie back,boho
TOPS,Women Tops,-,multicolor,scarf print,crop,regular fit,deep v neck,three quarter length sleeve,batwing sleeve,-,-,tie front,boho
TOPS,Women Tops,-,multicolor,chain print,crop,slim fit,deep v neck,short sleeve,regular sleeve,-,-,tie front,boho
TOPS,Women Blouses,top,multicolor,tribal,crop,regular fit,deep v neck,long sleeve,bishop sleeve,-,-,frill|shirred,boho
TOPS,Women Tank Tops & Camis,halter,multicolor,floral,crop,regular fit,halter,-,-,-,-,backless|tie back|shirred,boho
TOPS,Women Knit Tops,-,multicolor,striped,crop,regular fit,halter,sleeveless,-,-,-,backless|tie back,boho
TOPS,Women Tank Tops & Camis,tank,multicolor,rainbow stripe,crop,slim fit,scoop neck,-,-,-,-,rib-knit,boho
TOPS,Women Tops,-,multicolor,ditsy floral,crop,regular fit,scoop neck,short sleeve,puff sleeve,-,-,criss cross|frill|knot|ruched bust,boho
TOPS,Women Tank Tops & Camis,cami,multicolor,marble,crop,slim fit,spaghetti strap,-,-,-,-,zipper|ruched bust,boho
TOPS,Women Tank Tops & Camis,cami,multicolor,ditsy floral,crop,slim fit,spaghetti strap,-,-,-,-,frill|lettuce trim|ruched bust,boho
TOPS,Women Tank Tops & Camis,cami,multicolor,ditsy floral,crop,slim fit,spaghetti strap,-,-,asymmetrical,-,knot|asymmetrical,boho
TOPS,Women Tank Tops & Camis,tank,multicolor,floral,crop,slim fit,square neck,-,-,-,-,-,boho
TOPS,Women Blouses,top,multicolor,ditsy floral,crop,slim fit,square neck,short sleeve,puff sleeve,-,-,ruched,boho
TOPS,Women Tops,-,multicolor,paisley|scarf print,crop,regular fit,strapless,sleeveless,-,asymmetrical,-,backless|tie back,boho
TOPS,Women Tops,-,multicolor,tie dye,crop,slim fit,v neck,cap sleeve,regular sleeve,-,-,belted|wrap,boho
TOPS,Women Tops,-,mocha brown,plain,crop,slim fit,sweetheart,short sleeve,regular sleeve,-,-,knot,boho
TOPS,Women Tops,-,mocha brown,plain,crop,regular fit,v neck,long sleeve,bishop sleeve,flared,-,ruffle hem|tie front,boho
TOPS,Women Tops,-,mint green,plain,crop,slim fit,scoop neck,short sleeve,flounce sleeve,flared,-,lace up|ruffle hem,boho
TOPS,Women Knit Tops,-,lilac purple,plain,crop,slim fit,halter,sleeveless,-,-,-,tie back|rib-knit,boho
TOPS,Women Blouses,peplum,green,gingham,crop,slim fit,square neck,short sleeve,puff sleeve,-,-,ruffle hem|frill|shirred,boho
TOPS,Women Tops,-,blue and white,striped,crop,regular fit,sweetheart,sleeveless,-,-,-,backless|ruffle|tie back,boho
TOPS,Women Blouses,top,blue and white,ditsy floral,crop,regular fit,sweetheart,long sleeve,puff sleeve,-,-,shirred,boho
TOPS,Women Tops,-,black,floral,crop,regular fit,deep v neck,long sleeve,flounce sleeve,-,-,tie front,boho
TOPS,Women Tops,-,beige,polka dot,crop,slim fit,sweetheart,long sleeve,flounce sleeve,-,-,backless|contrast mesh|frill|sheer|zipper,boho
TOPS,Women Tops,-,baby blue,plants|all over print,crop,regular fit,sweetheart,short sleeve,puff sleeve,-,-,frill|tie back|ruched bust,boho
TOPS,Women Knit Tops,-,apricot,plain,crop,regular fit,halter,sleeveless,-,-,-,backless|lace up|tie back,boho
TOPS,Women Knit Tops,-,yellow,floral,regular,regular fit,round neck,short sleeve,puff sleeve,-,-,patched,casual
TOPS,Women Blouses,top,white,butterfly|chain print,regular,regular fit,collar,long sleeve,regular sleeve,-,-,button,casual
TOPS,Women Tank Tops & Camis,tank,white,plain,regular,slim fit,high neck,-,-,-,-,rib-knit,casual
TOPS,Women Blouses,top,white,plain,regular,regular fit,notched,long sleeve,bishop sleeve,-,-,-,casual
TOPS,Women Blouses,top,white,plain,regular,regular fit,notched,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,white,colorblock|slogan,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,white,letter|floral,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,white,figure|butterfly,regular,regular fit,round neck,cap sleeve,batwing sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,white,letter,regular,regular fit,round neck,short sleeve,-,-,-,-,casual
TOPS,Women Knit Tops,-,white,plain,regular,slim fit,round neck,sleeveless,-,-,-,sheer|rib-knit,casual
TOPS,Women Knit Tops,-,white,plain,regular,slim fit,scoop neck,sleeveless,-,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,white,plain,regular,regular fit,v neck,short sleeve,butterfly sleeve,-,-,-,casual
TOPS,Women Blouses,shirt,white,plain,regular,oversized,v neck,short sleeve,batwing sleeve|roll up sleeve,-,-,button front,casual
TOPS,Women Blouses,top,rust brown,plain,regular,regular fit,v neck,long sleeve,batwing sleeve,-,-,button,casual
TOPS,Women T-Shirts,-,red,heart,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,top,navy blue,plain,regular,regular fit,round neck,cap sleeve,batwing sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,navy blue,plain,regular,slim fit,scoop neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Tank Tops & Camis,cami,navy blue,plain,regular,regular fit,spaghetti strap,-,-,-,-,-,casual
TOPS,Women T-Shirts,-,multicolor,colorblock,regular,regular fit,boat neck,long sleeve,drop shoulder,-,-,-,casual
TOPS,Women Blouses,shirt,multicolor,scarf print|baroque,regular,slim fit,deep v neck,long sleeve,puff sleeve,-,-,button front,casual
TOPS,Women Blouses,-,multicolor,all over print,regular,regular fit,halter,-,-,-,-,tie back,casual
TOPS,Women T-Shirts,-,multicolor,colorblock,regular,regular fit,notched,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,top,multicolor,striped,regular,regular fit,notched,short sleeve,batwing sleeve,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,multicolor,geometric,regular,regular fit|slim fit,round neck,-,-,-,-,rib-knit|contrast binding,casual
TOPS,Women T-Shirts,-,multicolor,striped,regular,regular fit,round neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,multicolor,colorblock,regular,regular fit,round neck,long sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,multicolor,colorblock,regular,regular fit,round neck,long sleeve,drop shoulder,-,-,-,casual
TOPS,Women Blouses,top,multicolor,colorblock,regular,regular fit,round neck,short sleeve,batwing sleeve,-,-,-,casual
TOPS,Women Blouses,top,multicolor,chain print,regular,regular fit,round neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,top,multicolor,colorblock,regular,regular fit,round neck,short sleeve,batwing sleeve,-,-,-,casual
TOPS,Women Blouses,top,multicolor,chain print,regular,regular fit,round neck,long sleeve,bishop sleeve,-,-,cut out|button,casual
TOPS,Women Knit Tops,-,multicolor,striped,regular,slim fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Tank Tops & Camis,cami,multicolor,striped,regular,regular fit,spaghetti strap,-,-,-,-,-,casual
TOPS,Women Tops,-,multicolor,all over print,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,multicolor,geometric,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,top,multicolor,all over print,regular,regular fit,v neck,short sleeve,roll up sleeve,-,-,-,casual
TOPS,Women Blouses,top,mint green,plain,regular,regular fit,round neck,cap sleeve,roll up sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,light grey,slogan,regular,oversized,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,khaki,plain,regular,regular fit,cold shoulder,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,khaki,plain,regular,slim fit,round neck,long sleeve,regular sleeve,-,-,split|rib-knit,casual
TOPS,Women Blouses,top,hot pink,plain,regular,regular fit,round neck,three quarter length sleeve,raglan sleeve,-,-,-,casual
TOPS,Women Blouses,top,hot pink,plain,regular,regular fit,v neck,sleeveless,-,-,-,contrast lace|scallop,casual
TOPS,Women T-Shirts,-,grey,plain,regular,oversized,scoop neck,half sleeve,batwing sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,grey,plain,regular,slim fit,sweetheart,long sleeve,regular sleeve,-,-,ruched|rib-knit,casual
TOPS,Women Tops,-,grey,plain,regular,regular fit,v neck,long sleeve,bishop sleeve,flared,-,belted,casual
TOPS,Women Knit Tops,-,grey,-,regular,regular fit,v neck,sleeveless,-,-,-,bow|ruffle hem,casual
TOPS,Women T-Shirts,-,green,plain,regular,regular fit,round neck,cap sleeve,butterfly sleeve,-,-,ruffle|tiered layer,casual
TOPS,Women T-Shirts,-,dusty pink,plain,regular,regular fit,round neck,cap sleeve,butterfly sleeve,-,-,ruffle,casual
TOPS,Women T-Shirts,-,dark grey,plain,regular,regular fit,v neck,cap sleeve,butterfly sleeve,-,-,button front,casual
TOPS,Women T-Shirts,-,dark green,plain,regular,regular fit,off the shoulder,long sleeve,bishop sleeve,-,-,drawstring|rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,dark green,plain,regular,regular fit,round neck,-,-,-,-,cut out,casual
TOPS,Women Blouses,peplum,dark green,polka dot,regular,regular fit,round neck,long sleeve,flounce sleeve,-,-,ruffle|ruffle hem|high low,casual
TOPS,Women Tank Tops & Camis,tank,coffee brown,plain,regular,slim fit,round neck,-,-,-,-,rib-knit,casual
TOPS,Women Blouses,top,coffee brown,plain,regular,regular fit,round neck,long sleeve,bishop sleeve,-,-,-,casual
TOPS,Women Tops,-,chocolate brown,plain,regular,slim fit,v neck,long sleeve,regular sleeve,-,-,asymmetrical|ruched,casual
TOPS,Women T-Shirts,-,brown,plain,regular,regular fit,round neck,cap sleeve,flounce sleeve,-,-,ruffle,casual
TOPS,Women Blouses,top,blue and white,striped,regular,regular fit,notched,short sleeve,puff sleeve,-,-,-,casual
TOPS,Women Blouses,top,blue,all over print,regular,regular fit,round neck,three quarter length sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,top,blue,heart,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,-,casual
TOPS,Women Blouses,top,black and white,all over print,regular,regular fit,high neck,long sleeve,flounce sleeve,-,-,shirred,casual
TOPS,Women Tank Tops & Camis,cami,black,plain,regular,slim fit,asymmetrical neck,-,-,-,-,-,casual
TOPS,Women T-Shirts,-,black,plain,regular,slim fit,asymmetrical neck,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Blouses,top,black,plain,regular,regular fit,cold shoulder,long sleeve,bishop sleeve,-,-,cut out|button|contrast sequin,casual
TOPS,Women Blouses,shirt,black,leopard,regular,regular fit,cold shoulder,long sleeve,bishop sleeve,-,-,cut out|frill|contrast binding|shirred|button front,casual
TOPS,Women Blouses,top,black,plain,regular,regular fit,cold shoulder,long sleeve,regular sleeve,-,-,cut out|button|wrap,casual
TOPS,Women Blouses,top,black,floral,regular,regular fit,notched,short sleeve,batwing sleeve,asymmetrical,-,high low,casual
TOPS,Women Tops,-,black,plain,regular,regular fit,round neck,long sleeve,regular sleeve,-,-,lettuce trim,casual
TOPS,Women Tops,-,black,plain,regular,slim fit,round neck,long sleeve,regular sleeve,-,-,contrast mesh,casual
TOPS,Women T-Shirts,-,black,letter|butterfly,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,letter|graphic,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,halloween,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,figure|halloween,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,plain,regular,slim fit,scoop neck,long sleeve,regular sleeve,-,-,button front,casual
TOPS,Women T-Shirts,-,black,plain,regular,slim fit,scoop neck,long sleeve,regular sleeve,-,-,button front,casual
TOPS,Women Tank Tops & Camis,tank,black,plain,regular,slim fit,stand collar,-,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,tank,black,leopard,regular,regular fit,stand collar,-,-,-,-,pocket|twist,casual
TOPS,Women Tops,-,black,plain,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,drawstring|ruched,casual
TOPS,Women T-Shirts,-,black,plain,regular,regular fit,stand collar,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,black,plain,regular,slim fit,stand collar,long sleeve,regular sleeve,-,-,pearls,casual
TOPS,Women Blouses,top,black,heart|all over print,regular,regular fit,stand collar,cap sleeve,butterfly sleeve,-,-,ruffle,casual
TOPS,Women T-Shirts,-,black,plain,regular,regular fit,v neck,short sleeve,raglan sleeve,-,-,contrast lace,casual
TOPS,Women Blouses,top,black,striped,regular,regular fit,v neck,long sleeve,drop shoulder,-,-,-,casual
TOPS,Women Blouses,peplum,black,heart,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,belted|wrap,casual
TOPS,Women Blouses,top,beige,graphic,regular,regular fit,notched,long sleeve,bishop sleeve,-,-,-,casual
TOPS,Women Tank Tops & Camis,cami,beige,plain,regular,regular fit,spaghetti strap,-,-,-,-,button front,casual
TOPS,Women T-Shirts,-,beige,letter|fruit&vegetable,regular,regular fit,stand collar,long sleeve,regular sleeve,-,-,embroidery,casual
TOPS,Women Tank Tops & Camis,tank,army green,graphic,regular,regular fit,round neck,-,-,-,-,-,casual
TOPS,Women T-Shirts,-,army green,graphic|plants,regular,regular fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Blouses,peplum,army green,plain,regular,regular fit,v neck,long sleeve,bishop sleeve,-,-,ruffle hem|fake buttons,casual
TOPS,Women T-Shirts,-,apricot,plain,regular,slim fit,asymmetrical neck,long sleeve,regular sleeve,-,-,ruched,casual
TOPS,Women Blouses,top,apricot,polka dot,regular,regular fit,notched,cap sleeve,butterfly sleeve,-,-,ruffle,casual
TOPS,Women Knit Tops,-,apricot,plain,regular,slim fit,v neck,sleeveless,-,flared,-,ruffle|ruffle hem,casual
TOPS,Women Blouses,shirt,white,plain,long,regular fit,collar,long sleeve,regular sleeve,-,-,button front,casual
TOPS,Women Blouses,shirt,white,plain,long,regular fit,collar,long sleeve,drop shoulder,-,-,button|pocket,casual
TOPS,Women Blouses,tunic,white,plain,long,oversized,collar,long sleeve,drop shoulder,-,-,pocket|button front,casual
TOPS,Women T-Shirts,-,multicolor,tie dye|cartoon,long,oversized,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,light grey,letter,long,oversized,round neck,long sleeve,drop shoulder,-,-,-,casual
TOPS,Women Blouses,peplum,grey,plain,long,regular fit,deep v neck,long sleeve,bishop sleeve,-,-,ruffle hem,casual
TOPS,Women T-Shirts,-,dark grey,letter|graphic,long,regular fit,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,black and white,colorblock|slogan,long,oversized,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,black,halloween|slogan,long,regular fit,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,black,letter|figure,long,oversized,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women T-Shirts,-,black,letter|cartoon,long,regular fit,round neck,short sleeve,drop shoulder,-,-,-,casual
TOPS,Women Knit Tops,-,beige,colorblock,long,oversized,v neck,half sleeve,batwing sleeve,-,-,-,casual
TOPS,Women Blouses,tunic,baby blue,plain,long,regular fit,collar,long sleeve,drop shoulder,-,-,pocket|tie front|button front,casual
TOPS,Women T-Shirts,-,apricot,letter|butterfly,long,oversized,round neck,half sleeve,drop shoulder,-,-,-,casual
TOPS,Women Knit Tops,-,yellow,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,lettuce trim|rib-knit,casual
TOPS,Women Knit Tops,-,yellow,floral,crop,slim fit,spaghetti strap,sleeveless,-,-,-,embroidery,casual
TOPS,Women Knit Tops,-,yellow,-,crop,slim fit,spaghetti strap,sleeveless,-,-,-,embroidery|rib-knit,casual
TOPS,Women Blouses,shirt,white,plain,crop,regular fit,collar,long sleeve,regular sleeve,-,-,button,casual
TOPS,Women Tank Tops & Camis,tank,white,plain,crop,slim fit,notched,-,-,-,-,lettuce trim,casual
TOPS,Women Tops,-,white,plain,crop,regular fit,off the shoulder,long sleeve,flounce sleeve,-,-,ruched|ruffle hem,casual
TOPS,Women Tops,-,white,plain,crop,slim fit,one shoulder,sleeveless,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,white,plain,crop,slim fit,round neck,-,-,-,-,ruffle,casual
TOPS,Women Tops,-,white,plain,crop,regular fit,round neck,long sleeve,regular sleeve,-,-,backless|chain,casual
TOPS,Women T-Shirts,-,white,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,twist,casual
TOPS,Women T-Shirts,-,white,plain,crop,slim fit,round neck,long sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,white,letter,crop,slim fit,round neck,short sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,white,plain,crop,slim fit,round neck,cap sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women T-Shirts,-,white,plain,crop,regular fit,round neck,short sleeve,regular sleeve,-,-,knot|drawstring|ruched|rib-knit,casual
TOPS,Women Knit Tops,-,white,plain,crop,slim fit,round neck,sleeveless,-,-,-,sheer,casual
TOPS,Women Tank Tops & Camis,tank,white,plain,crop,slim fit,scoop neck,-,-,asymmetrical,-,backless|asymmetrical|zipper,casual
TOPS,Women Tank Tops & Camis,tank,white,plain,crop,slim fit,scoop neck,-,-,-,-,-,casual
TOPS,Women Knit Tops,-,white,-,crop,slim fit,scoop neck,sleeveless,-,slit,-,lettuce trim|rib-knit|contrast binding,casual
TOPS,Women Knit Tops,-,white,plain,crop,slim fit,scoop neck,sleeveless,-,-,-,tie back|rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,white,heart|all over print,crop,slim fit,spaghetti strap,-,-,-,-,lettuce trim|rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,white,plain,crop,slim fit,spaghetti strap,-,-,-,-,-,casual
TOPS,Women Knit Tops,-,white,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,sheer,casual
TOPS,Women Knit Tops,-,white,plain,crop,-,spaghetti strap,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,white,floral,crop,slim fit,spaghetti strap,sleeveless,-,-,-,embroidery|rib-knit|contrast binding,casual
TOPS,Women Knit Tops,-,white,-,crop,slim fit,spaghetti strap,sleeveless,-,-,-,rib-knit|contrast binding,casual
TOPS,Women Knit Tops,-,white,plain,crop,slim fit,square neck,short sleeve,regular sleeve,-,-,lace up,casual
TOPS,Women T-Shirts,-,white,plain,crop,slim fit,stand collar,short sleeve,regular sleeve,-,-,lettuce trim|rib-knit,casual
TOPS,Women Knit Tops,-,white,plain,crop,regular fit,straps,sleeveless,-,-,-,-,casual
TOPS,Women Tank Tops & Camis,tank,white,plain,crop,slim fit,v neck,-,-,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,white,plain,crop,slim fit,v neck,sleeveless,-,-,-,wrap|rib-knit,casual
TOPS,Women Knit Tops,-,violet purple,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,pearls,casual
TOPS,Women Knit Tops,-,violet purple,-,crop,slim fit,spaghetti strap,sleeveless,-,-,-,scallop,casual
TOPS,Women Knit Tops,-,royal blue,geometric,crop,regular fit,halter,sleeveless,-,-,-,-,casual
TOPS,Women Tops,-,red and white,gingham,crop,regular fit,sweetheart,cap sleeve,-,-,-,ruffle|tie back,casual
TOPS,Women Knit Tops,-,red,plain,crop,slim fit,sweetheart,short sleeve,regular sleeve,-,-,drawstring,casual
TOPS,Women Tank Tops & Camis,tank,pink,heart,crop,slim fit,round neck,-,-,-,-,rib-knit,casual
TOPS,Women Tank Tops & Camis,cami,pink,plain,crop,slim fit,spaghetti strap,-,-,-,-,-,casual
TOPS,Women Knit Tops,-,pink,plain,crop,slim fit,spaghetti strap,sleeveless,-,-,-,drawstring,casual
TOPS,Women T-Shirts,-,pink,heart|all over print,crop,slim fit,v neck,cap sleeve,regular sleeve,-,-,button front,casual
TOPS,Women T-Shirts,-,olive green,plain,crop,regular fit,v neck,long sleeve,batwing sleeve,-,-,drawstring|ruched,casual
TOPS,Women T-Shirts,-,navy blue,letter,crop,slim fit,round neck,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women T-Shirts,-,navy blue,plain,crop,slim fit,scoop neck,long sleeve,regular sleeve,-,-,rib-knit,casual
TOPS,Women Knit Tops,-,mustard yellow,plain,crop,slim fit,halter,sleeveless,-,-,-,backless|tie back,casual
TOPS,Women Knit Tops,-,multicolor,plaid,crop,slim fit,collar,short sleeve,regular sleeve,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,colorblock|striped,crop,slim fit,halter,sleeveless,-,-,-,-,casual
TOPS,Women Knit Tops,-,multicolor,-,crop,slim fit,halter,sleeveless,-,-,-,tie back,casual
